com_name,cont_name,cont_tel
雷州市人民政府办公室,,0759-8813131
湛江市坡头区退役军人事务局,,0759-3968001
广州市花都区花城街罗洞小学,,020-86920798
揭阳产业园广建中小河流治理有限公司,王工,020-28865650
中共揭阳市揭东区委政法委员会,林先生,0663-3276610
珠海市斗门区井岸镇水利管理所,林锦雄,13702771880
惠州市惠城区小金口街道小铁村山子村,曾先生,13531728138
阳春市石望镇中心小学,,0662-7713789
阳春市石望镇中心小学,仇悦赞,0662-7840195
惠东县救助管理站,,0752-8876016
丰顺县汤坑镇第二中学,徐奕浮,0753-6665299
茂名市茂南区金塘引淦水利工程管理中心,徐永明,0668-3910607
五华县水利水电建设中心,张先生,0753-4189987
五华县水利水电建设中心,钟先生,0753-4420201
五华县水利水电建设中心,张先生,0753-4421809
五华县水利水电建设中心,邹小姐,13826622917
肇庆市鼎湖区人力资源和社会保障局,伍建元,0758-2622291
广州市越秀区第一房屋管理所,马先生,020-83347881
深圳市坪山区工业和信息化局,徐工,0755-84637006
佛山市南海区狮山镇官窑社会管理处卫生和计划生育办公室,孙丽好,0757-85897531
阳江市阳东区城市综合管理工作领导小组办公室,林春花,0662-6612292
惠州市固体废物管理站,彭威,0752-2183916
惠州市妇女联合会,姜仁柱,0752-2808107
连山壮族瑶族自治县永和中心小学,唐运辉,0763-8810496
高州市曹江第二中学,,0668-6637723
高州市曹江第二中学,,0668-6665552
高州市曹江第二中学,覃毅,0668-6728048
广州光华鞋业有限公司,周小姐,020-87871645
兴宁市自然资源局,黄翠霞,0753-3238606
兴宁市自然资源局,,0753-3565678
茂名市茂南区羊角镇中心卫生院,赖柱朝,0668-2676366
丰顺县政务服务数据管理局,罗铭,0753-6868003
中山市小榄车站,何先生,13925396813
珠海联港城市运营服务有限公司,李小姐,0756-7683561
广州市地方金融监督管理局,董先生,020-83702405
佛山市南海区狮山镇流动人口和出租屋管理服务局,梁志明,0757-86682803
东莞市企石镇旧围旧五股份经济合作社,黄锐如,13925739917
佛山市南海区大沥镇黄岐专职消防队,汤立章,0757-85927744
肇庆市端州区市场监督管理局,彭振业,0758-2721992
长春富维安道拓汽车饰件系统有限公司佛山分公司,何长国,0757-63867701
东莞市大岭山镇金桔股份经济联合社,叶工,0769-85789178
东莞市大岭山镇金桔股份经济联合社,叶少毅,13712991477
茂名市第三人民医院,范远雄,0668-6620299
翁源县丰源城乡建设投资有限公司,刘先生,18820007431
中国邮政集团有限公司肇庆市分公司,冯工,0758-2212188
广州市增城区人民政府荔湖街道办事处,刘伟雄,020-26256659
广州市增城区人民政府荔湖街道办事处,陈艳,020-26256668
广州市增城区人民政府荔湖街道办事处,胡工,020-26256678
广州市增城区人民政府荔湖街道办事处,,020-26256682
com_name,cont_name,cont_tel
高州市曹江第二中学,,0668-6637723
高州市曹江第二中学,,0668-6665552
高州市曹江第二中学,覃毅,0668-6728048
仁化县融媒体中心,陈先生,0751-6800105
佛山市中禅投资发展有限公司,刘先生,13702755094
江门市新会区机构编制委员会办公室,梁宝新,13556934140
江门出入境边防检查站,,0750-3415000
江门出入境边防检查站,,0750-3415206
江门出入境边防检查站,,15011831888
佛山市南海区丹灶镇广仁旅游文化发展有限公司,,0757-85443030
连山壮族瑶族自治县禾洞镇人民政府,黄辉,0763-8960201
中山市横栏镇卫生和计划生育局,吴耀荣,0760-87668238
五华县琴江新城发展中心,钟先生,0753-4988686
东莞市价格认定中心,杨廷英,0769-22335718
东莞市价格认定中心,符先生,0769-22335738
广州市荔湾区科学技术协会,林晓云,020-81377033
广东省恩平市质量技术监督检测所,梁俭财,0750-7725945
佛山市高明区职业培训就业局,丘剑辉,0757-88881301
中共茂名市纪律检查委员会,,0668-2090228
中共茂名市纪律检查委员会,,0668-2703628
中共茂名市纪律检查委员会,卢湛,0668-2910526
中共茂名市纪律检查委员会,,13922046619
揭阳市粤东新城城市建设局,林工,0663-8186813
广东省肇庆市供销储运公司,简先生,0758-2213238
广州市星洲源果品市场经营管理有限公司,陈小宝,17808972095
茂名市自然资源局（茂名市海洋局）,黄胜华,0668-2796768
茂名市自然资源局（茂名市海洋局）,,0668-2890662
广东封开黑石顶省级自然保护区管理处,,0758-2760248
广东封开黑石顶省级自然保护区管理处,莫刚毅,0758-6387817
深圳市龙华区观澜文化小镇建设管理中心,黄工,0755-28159913
深圳市龙华区观澜文化小镇建设管理中心,昌淑丽,15220227370
茂名市动物卫生监督所,张宇运,0668-2736722
茂名市动物卫生监督所,,0769-23136055
中国共产党花都区委员会,管婷芳,020-36898459
南雄市乌迳镇中心幼儿园,谢副校,13640159977
蕉岭县蕉城镇中心幼儿园,罗女士,0753-7856238
佛山市顺德区顺蚬公路建设有限公司,张工,0757-22328521
珠海市自然资源局香洲分局,林玉玲,0756-8813332
佛山市南海区桂城街道南约社区公共服务中心,李玉雅,0757-86322290
广东省药品监督管理局,,020-37886005
广东省药品监督管理局,吴科,020-37886020
广东省药品监督管理局,吴先生,020-37886152
广东省药品监督管理局,,020-86430856
广东省药品监督管理局,,13609603459
东莞市南城街道蛤地股份经济联合社,,0769-22331990
东莞市南城街道蛤地股份经济联合社,李先生,0769-22403423
广州市梅山物业发展有限公司,何小姐,020-84979108
广东省乳阳林场,,0751-5233003
汕头市澄海区东里镇南社经济联合社,陈先生,0754-85751209
广东电网广州供电局,梁工,020-87120472
广东电网广州供电局,梁工,0209-73220472
濠江区达濠街道办事处,陈文珠,0754-87372745
润联软件系统（深圳）有限公司,张昭,0755-82668888
润联软件系统（深圳）有限公司,黄金铃,0755-82668888-2138
润联软件系统（深圳）有限公司,王世国,13602563810
润联软件系统（深圳）有限公司,黄金铃,13642367869
润联软件系统（深圳）有限公司,郭冰,13923749432
润联软件系统（深圳）有限公司,陈子嵘,15625295115
广宁县市场监督管理局,梁先生,0758-8660615
广宁县市场监督管理局,李爱萍,0758-8660623
广州冶炼厂有限公司,朱工,020-82114537
广东石门台省级自然保护区管理处,,0763-2277111
广东石门台省级自然保护区管理处,戴克元,0763-2289709
廉江市救助管理站,,0759-6617899
连山壮族瑶族自治县永丰中心学校,唐功祥,0763-8940008
广州市番禺区东环街劳动和社会保障中心,李境聪,020-34808036
惠州市交通规划与建设事务中心,韩先生,0752-2829302
惠州市交通规划与建设事务中心,龚小姐,13143034706
陆河县公用事业事务中心,曾笙,0660-5526942
佛山市南海区桂城街桂雅社区公共服务中心,陈淑荷,0757-81811363
阳江市阳东区雅韶镇雅韶初级中学,陈必健,0662-6790212
阳江市阳东区雅韶镇雅韶初级中学,,0662-8860922
深圳市光明区工业和信息化局,古工,0755-23697734
东莞市企石镇上洞东一股份经济合作社,姚顺昌,13532316440
广东葆德科技有限公司,韩立桃,0757-87398111
广州市番禺区财政投资评审中心,邱毅男,020-39999038
惠州市小金口街道办事处乌石村田寮村,杨先生,13725030234
中国电信股份有限公司江门台山分公司,陈小姐,07505629313
广州市黄埔区九佛街燕塘村经济联合社,马永祥,13632395931
江门市新会区融媒体中心,潘冬,13424995543
五华县档案馆,杨先生,0753-4433298
佛山市南海区大沥镇雍雅社区公共服务中心,关敏清,0757-85708101
广州市白云区城市建设投资有限公司,古工,020-36596325
佛冈县石角镇三八中心小学,,13927674161
佛山市顺德区安全生产监督管理局乐从分局,张美玲,0757-28331673
佛山市顺德区安全生产监督管理局乐从分局,,13794010599
江门市新会区美术馆,李理宏,13536215008
江门市新会区卫生健康局,李天护,13556999991
江门市新会区卫生健康局,梁美玲,13822381140
江门市新会区卫生健康局,陈荣达,13824035005
新会区沙堆卫生院,邱航宇,13528389496
始兴县信访局,陈颂明,0751-3315123
广东省丰顺县供销合作社联合社,张亮宏,0753-6688668
沙溪镇中心学校,,15912281508
博罗县石坝镇冷水坑村民委员会,,13480502476
江门市新会区文化馆,曾庆燕,13929002882
东莞市大岭山镇金桔股份经济联合社,叶工,0769-85789178
东莞市大岭山镇金桔股份经济联合社,叶少毅,13712991477
长春富维安道拓汽车饰件系统有限公司佛山分公司,何长国,0757-63867701
广州市增城区荔城街城丰村新汤经济合作社,汤先生,13609096228
肇庆市端州区市场监督管理局,彭振业,0758-2721992
东莞市城市管理和综合执法局石龙分局,魏兰,13725890866
肇庆高新技术产业开发区卫生健康服务中心,文智升,0758-3636155
汕头市潮阳区安全生产监督管理局,廖俊镇,0754-83600520
揭阳市市场监督管理局产业园分局,黄先生,0663-8291493
湛江市赤坎区沙湾街道办事处,陈己文,0759-3127958
惠州市林业科学研究所（广东省林业区域性试验（惠州）中心,,0752-2680282
汕头海关技术中心,,0754-88078268
汕头海关技术中心,霍伟峰,0754-88548035
广工揭阳理工学院,,0663-8225313
广州光华鞋业有限公司,周小姐,020-87871645
兴宁市自然资源局,黄翠霞,0753-3238606
兴宁市自然资源局,,0753-3565678
茂名市茂南区羊角镇中心卫生院,赖柱朝,0668-2676366
丰顺县政务服务数据管理局,罗铭,0753-6868003
中山市小榄车站,何先生,13925396813
中国共产党兴宁市直属机关工作委员会,,0753-3253998
中国共产党兴宁市直属机关工作委员会,曾召红,0753-3332250
佛山市南海区丹灶镇仙湖社区服务中心,邓伟初,0757-85440208
揭阳产业转移工业园磐东街道潭角村顶寨经济联合社,,0663-8812411
广州市增城区仙村镇蓝山村经济联合社,罗工,020-82935464
茂名市电白区岭门镇山前小学,蔡剑华,0668-5470771
茂名市电白区岭门镇麦屋山小学,周景理,0668-5332167
珠海联港城市运营服务有限公司,李小姐,0756-7683561
广州市地方金融监督管理局,董先生,020-83702405
佛山市南海区狮山镇流动人口和出租屋管理服务局,梁志明,0757-86682803
平远县招商和企业服务中心,姚秋文,0793-8896808
广东省开平市赤水镇长塘村,黄瑞章,0750-2599032
佛山市艺术创作院（佛山市工艺美术研究院）,李伯瑞,0757-82969326
中山市古镇镇经济发展和科技信息局,陈嘉怡,0760-2235738
德庆县消防救援大队,詹先生,0758-7733119
汕头市龙湖区龙华街道办事处,王史婷,0754-86402016
中国共产党南城街道企业工作委员会,李淦奇,0769-22425511
惠州市农业农村综合服务中心,翁晓华,0752-2104704
惠州市农业农村综合服务中心,,0752-2888365
中共罗定市委党史研究室,许强,0766-3722424
汕头市潮南区文学艺术界联合会,詹汉国,0754-87773063
潮州市潮安区浮洋镇韦骆小学,陈素云,0768-5224206
英德市下（石太）镇卫生院,利雪娣,0763-2791022
英德市下（石太）镇卫生院,利雪娣,0763-2791023
中共恩平市委组织部,莫先生,0750-7786891
汕头市澄海区福利院,林凯彬,0754-85817677
佛山市南海区大沥镇黄岐专职消防队,汤立章,0757-85927744
东莞市企石镇旧围旧五股份经济合作社,黄锐如,13925739917
佛山市禅城区南庄镇公用事业服务所,,15916050915
佛山市禅城区南庄镇公用事业服务所,,18923192961
东莞松山湖高新技术产业开发区管理委员会松山湖科学城管理局,庾小姐,0769-22898982
东莞松山湖高新技术产业开发区管理委员会松山湖科学城管理局,庾佩仪,13113116868
广州市天河区水务局,郭斌,020-85572208
广东省兴宁市质量技术监督检测所,曾浩,0753-3269398
罗定市财政局双东财政所,梁敏,0766-3901120
阳江农村商业银行股份有限公司,刘文,0662-3106263
珠海正方城市建设投资有限公司,林育玉,0756-3368135
珠海正方城市建设投资有限公司,刘晖,0756-3368137
珠海正方城市建设投资有限公司,刘晖,0756-3368287
珠海正方城市建设投资有限公司,,13160675113
茂名市电白区岭门镇祖岱小学,杨延乐,0668-5463728
连平县元善镇卫生院,林运红,0762-4301522
清远市清城区东城街道大塱村横二经济合作社,,15813247758
揭阳市榕城区梅云街潮东社区居民委员会,章先生,0663-8881910
珠海正方城市更新投资有限公司,,0756-3368137
广州志诚科技工程服务有限公司,于先生,020-82131277
中山火炬高技术产业开发区食品药品监督所,黄女士,0760-88299960
中国共产党揭西县委员会宣传部,蔡佑顺,0663-5584311
广州市建筑业管理服务中心,李小姐,020-32257060
